EnsemblID	GeneName	KO1_L	KO1_L_M	KO8_L	KO8_L_M	WT3_L	WT3_L_M	WT4_L	WT4_L_M	KO1_L_G	KO1_L_M_G	KO8_L_G	KO8_L_M_G	WT3_L_G	WT3_L_M_G	WT4_L_G	WT4_L_M_G
ENSMUSG00000101943.1	Gm28532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101944.1	Mrgprc4-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101945.1	Gm29138	2	0	12	0	1	1	8	1	2	0	12	0	1	1	8	1
ENSMUSG00000101947.1	Gm29167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101948.1	Gm4557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101949.1	Gm5370	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000101950.1	Gm29267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101951.1	Gm28721	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000101952.1	Gm10550	0	0	0	0	1	0	1	0	10	6	11	3	17	3	5	2
ENSMUSG00000101953.1	Gm29241	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000101954.1	Gm28128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101955.1	Gm29376	2	2	2	1	0	0	0	0	3	3	3	1	6	2	3	3
ENSMUSG00000101956.1	Gm28574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101957.1	Gm29576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101958.1	Gm19085	0	0	2	0	13	0	1	1	0	0	2	0	13	0	1	1
ENSMUSG00000101959.1	Ldhal6b	104	40	82	39	77	25	97	46	0	0	0	0	0	0	0	0
ENSMUSG00000101960.1	Gm29311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101961.1	Gm28220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101962.1	Gm28741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101963.2	1700001J11Rik	0	0	0	0	9	2	2	0	0	0	0	0	9	2	2	0
ENSMUSG00000101964.1	Gm28693	59	57	44	37	25	25	40	38	0	0	0	0	0	0	0	0
ENSMUSG00000101965.1	Gm29129	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101966.2	Gm5248	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101967.6	Gm29555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101968.6	1700027A15Rik	1	0	5	2	0	0	0	0	22	15	15	6	44	0	4	3
ENSMUSG00000101969.2	Gm20125	0	0	5	2	15	1	0	0	63	31	43	24	332	15	39	20
ENSMUSG00000101970.8	1810026B05Rik	644	562	500	408	421	353	733	624	1656	1502	1195	1045	1080	933	1736	1583
ENSMUSG00000101971.1	Gm28246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101972.1	H3c11	4289	2313	4420	2388	850	511	3596	2087	4289	2313	4420	2388	850	511	3596	2087
ENSMUSG00000101973.1	Gm29516	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101974.1	Gm28384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101975.1	Scgb1b34-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101977.1	Gm28846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101978.1	1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101980.1	Gm21922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101981.1	Gm28157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101982.6	Gm28990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101983.1	Gm28976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101984.1	Gm29436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101985.1	Gm28929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101986.1	Gm6198	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101987.1	Gm21268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101988.1	Gm28484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101989.1	Gm28346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101990.1	Gm20856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101991.1	Gm21724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101992.1	Gm29249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101993.1	Gm20987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101994.1	Gm18875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101995.1	Gm29480	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000101996.1	Gm19206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101997.1	Gm28722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101998.1	Gm21530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102000.6	1700006H21Rik	0	0	0	0	0	0	4	4	0	0	0	0	17	0	4	4
ENSMUSG00000102001.1	Gm28755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102002.1	Scgb2b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102003.1	Gm28666	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102004.3	4933402C06Rik	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0
ENSMUSG00000102005.6	Gm29409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102006.1	Gm28591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102008.1	Gm28495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102009.6	4933400F21Rik	0	0	0	0	0	0	0	0	4	1	2	2	1	0	3	0
ENSMUSG00000102010.1	Gm28248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102011.1	Gm28930	0	0	0	0	0	0	0	0	34	24	50	36	18	6	55	41
ENSMUSG00000102013.1	E330023G01Rik	0	0	2	1	2	0	1	1	70	36	20	12	117	14	41	20
ENSMUSG00000102014.1	2900009J06Rik	14	2	4	1	0	0	13	0	166	131	166	142	133	90	176	152
ENSMUSG00000102015.1	Gm21476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102016.6	Gm29606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102017.1	Gm6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102018.8	Iqank1	35	15	53	25	21	10	42	21	141	100	156	111	164	89	203	152
ENSMUSG00000102019.1	Gm21873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102020.1	Gm28620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102022.6	Gm28735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102023.1	Gm8708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102025.1	Gm29575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102026.1	Gm28571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102027.1	Gm28914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102028.1	Gm3142	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0
ENSMUSG00000102029.1	Gm29530	0	0	0	0	0	0	0	0	4	4	0	0	35	0	0	0
ENSMUSG00000102030.1	Gm29106	0	0	0	0	0	0	0	0	7	1	0	0	36	3	0	0
ENSMUSG00000102031.6	Gm29426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102032.1	Gm28705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102033.1	Gm28263	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102035.1	Gm21733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102036.1	1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102037.1	Bcl2a1a	0	0	1	0	4	0	0	0	0	0	1	0	5	0	0	0
ENSMUSG00000102038.1	Gm12345	98	66	155	106	88	63	106	67	98	66	155	106	88	63	106	67
ENSMUSG00000102039.1	Gm20788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102041.1	Rpl23a-ps9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102042.1	Gm29195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102043.1	Gm9541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102044.1	Gm21249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102045.1	Gm21294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102046.1	2810404M03Rik	0	0	0	0	1	0	0	0	36	20	25	18	286	20	28	26
ENSMUSG00000102047.1	2010010A06Rik	3	2	3	3	0	0	2	2	16	13	18	15	2	0	4	4
ENSMUSG00000102048.1	Gm6075	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
ENSMUSG00000102050.1	Gm29499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102051.1	Ly6a2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSMUSG00000102052.1	Gm28387	2	2	0	0	1	0	0	0	8	4	3	0	60	1	0	0
ENSMUSG00000102053.1	Gm4064	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102054.6	Gm29373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102055.1	Gm28913	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0
ENSMUSG00000102056.1	Gm28354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102057.1	Gm29594	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
ENSMUSG00000102058.6	Gm28470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102059.1	Gm20257	1	1	1	0	0	0	0	0	1	1	1	0	1	0	5	5
ENSMUSG00000102060.1	1700061E17Rik	1	1	6	3	6	5	7	7	1	1	6	3	9	5	7	7
ENSMUSG00000102061.1	Gm28823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102062.1	Gm29246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102063.1	Gm28706	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0
ENSMUSG00000102064.1	Gm28625	11	6	8	1	50	11	18	4	11	6	8	1	50	11	18	4
ENSMUSG00000102065.1	Gm28302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102067.1	Gm29230	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0
ENSMUSG00000102068.1	Mrgprc7-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102069.1	1700012I11Rik	0	0	0	0	3	0	0	0	18	8	5	2	160	3	3	3
ENSMUSG00000102070.1	Gm28661	763	542	1039	850	588	472	838	692	763	542	1038	850	586	472	838	692
ENSMUSG00000102071.1	Gm28815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102072.1	Gm29551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102073.1	Gm6818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102074.1	Gm29020	0	0	0	0	1	0	0	0	0	0	2	0	26	0	0	0
ENSMUSG00000102075.2	Gm5368	0	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0
ENSMUSG00000102076.1	Gm20561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102077.1	Gm29001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102079.1	Gm21879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102080.2	Gm5092	0	0	4	0	1	0	0	0	1	0	4	0	11	0	2	0
ENSMUSG00000102081.1	Gm28886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102082.1	Gm28675	0	0	0	0	1	0	0	0	0	0	3	3	40	0	0	0
ENSMUSG00000102083.1	Gm5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102084.1	Gm29638	0	0	0	0	4	0	0	0	20	18	20	20	20	13	22	20
ENSMUSG00000102085.2	4930435C17Rik	0	0	0	0	0	0	0	0	3	0	3	0	139	0	0	0
ENSMUSG00000102087.1	Gm28790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102088.6	Gm21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102090.1	Gm8964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102091.2	Olfr1034	1	0	0	0	5	0	0	0	1	0	0	0	5	0	0	0
ENSMUSG00000102092.1	Gm21892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102093.1	Gm17813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102095.1	C730036E19Rik	12	7	11	7	1	0	0	0	19	8	15	10	1	0	0	0
ENSMUSG00000102096.1	1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0
ENSMUSG00000102097.1	A930006L05Rik	6	5	14	14	3	3	11	10	14	12	17	16	7	3	28	27
ENSMUSG00000102098.1	2310016D03Rik	0	0	0	0	0	0	0	0	2	0	7	0	68	0	0	0
ENSMUSG00000102099.2	1700011B04Rik	0	0	5	2	1	0	0	0	0	0	6	2	10	1	0	0
ENSMUSG00000102100.1	Gm18351	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102101.1	Zbtb11os1	58	28	31	17	13	4	32	17	58	28	31	17	13	4	32	17
ENSMUSG00000102102.1	Gm29159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102103.1	Gm21851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102104.1	Gm28858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102105.1	Gm17946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102106.2	2310043O21Rik	0	0	0	0	0	0	0	0	24	17	13	8	52	10	4	2
ENSMUSG00000102107.1	Gm29062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102108.1	Gm29037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102109.1	Gm29563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102110.1	Gm28440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102111.1	Gm29566	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000102112.1	1810041H14Rik	6	4	15	12	2	1	8	5	14	10	33	26	12	11	27	21
ENSMUSG00000102113.1	Gm28061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102114.2	BC048559	10	9	9	5	0	0	13	11	95	70	206	157	79	39	86	64
ENSMUSG00000102115.1	Gm28766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102116.1	Gm28887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102117.1	Rpsa-ps1	124	97	176	131	167	138	140	100	124	97	176	131	167	138	140	100
ENSMUSG00000102118.1	Gm29637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102119.6	Gm28462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102120.1	Gm28630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102121.1	Gm28065	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000102122.1	Gm20883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102123.1	Gm4319	3	2	2	2	7	0	0	0	4	3	5	5	8	0	2	0
ENSMUSG00000102124.1	Gm29296	0	0	0	0	0	0	0	0	0	0	5	2	32	0	1	1
ENSMUSG00000102125.6	Gm28520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102126.1	Gm29143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102127.1	Gm28972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102128.1	Gm18349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102129.6	Gm28969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102131.1	Gm21160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102132.1	Gm21813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102133.1	Gm37106	8	6	11	6	15	4	3	3	0	0	0	0	0	0	0	0
ENSMUSG00000102134.1	Gm9931	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000102135.1	Gm37108	91	4	110	9	53	10	68	13	94	4	110	9	53	10	70	15
ENSMUSG00000102136.1	Gm37107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102137.1	Rpl28-ps2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102138.1	Gm31942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102139.1	Gm37109	1	0	2	2	16	9	5	3	0	0	0	0	0	0	0	0
ENSMUSG00000102140.1	Gm38058	17	6	10	6	24	6	17	14	17	6	10	6	24	6	17	14
ENSMUSG00000102141.1	Gm3952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102142.1	Gm26930	7	3	6	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102143.1	Gm38057	78	76	42	38	36	31	66	63	0	0	0	0	0	0	0	0
ENSMUSG00000102144.1	4930429P21Rik	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000102145.1	Gm38056	27	24	3	0	7	0	8	8	0	0	0	0	0	0	0	0
ENSMUSG00000102146.1	Gm38054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102147.1	Gm38055	23	23	5	4	0	0	5	5	0	0	0	0	0	0	0	0
ENSMUSG00000102148.1	Gm38059	38	35	26	25	14	11	73	68	0	0	0	0	0	0	0	0
ENSMUSG00000102149.1	Gm9723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102150.1	Gm37473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102151.1	Gm37472	164	142	60	54	73	62	112	102	0	0	0	0	0	0	0	0
ENSMUSG00000102152.1	Gm37475	5	2	5	0	5	2	7	2	5	2	5	0	5	2	7	2
ENSMUSG00000102153.1	Gm37474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102154.1	Gm37469	0	0	0	0	4	0	2	2	0	0	0	0	4	0	2	2
ENSMUSG00000102155.1	Gm37468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102157.1	Gm37470	122	107	56	50	65	58	118	109	0	0	0	0	0	0	0	0
ENSMUSG00000102158.1	Gm34342	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000102159.1	Gm37476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102160.1	Gm36944	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102162.1	Gm2367	8	8	18	18	1	1	5	5	8	8	18	18	1	1	5	5
ENSMUSG00000102163.1	Gm36945	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000102164.1	Gm36946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102166.1	Gm36947	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000102167.1	Gm2345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102168.1	Gm36943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102169.1	Gm9113	1	1	2	2	6	6	0	0	1	1	2	2	6	6	0	0
ENSMUSG00000102170.1	Gm20781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102172.1	Gm37873	17	14	5	2	10	3	8	8	0	0	0	0	0	0	0	0
ENSMUSG00000102173.1	Gm37872	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000102174.1	Gm36398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102175.1	Gm6119	7	7	2	1	3	1	6	3	7	7	2	1	3	1	6	3
ENSMUSG00000102176.1	Gm37871	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0
ENSMUSG00000102177.5	Gm37870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102178.1	Gm37869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102179.1	Gm37868	95	84	37	32	31	22	77	73	0	0	0	0	0	0	0	0
ENSMUSG00000102180.1	Gm37189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102181.1	Gm37190	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0
ENSMUSG00000102182.1	Gm37187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102184.1	Gm37192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102185.1	5033404E19Rik	32	9	37	18	14	0	21	12	65	37	56	33	42	2	55	42
ENSMUSG00000102186.1	Gm37191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102187.1	Gm7897	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000102188.1	Gm37193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102189.1	Gm37194	106	79	159	121	111	89	165	136	106	79	159	121	111	89	165	136
ENSMUSG00000102190.1	Gm38166	9	9	8	8	17	9	4	4	9	9	8	8	17	9	4	4
ENSMUSG00000102191.1	Gm36569	4	3	1	1	0	0	2	2	171	134	52	49	55	40	63	55
ENSMUSG00000102192.1	Gm38167	1	1	2	0	0	0	3	3	0	0	0	0	0	0	0	0
ENSMUSG00000102193.1	Gm7299	24	20	33	3	15	0	18	12	24	20	33	3	15	0	18	12
ENSMUSG00000102194.1	Gm38169	48	44	21	17	19	13	24	22	0	0	0	0	0	0	0	0
ENSMUSG00000102195.5	Gm38168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102196.1	Gm38171	0	0	0	0	3	0	0	0	1	1	0	0	3	0	0	0
ENSMUSG00000102197.1	Gm38170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102198.1	Gm38173	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102199.1	Gm38172	0	0	0	0	0	0	0	0	1	1	0	0	14	0	5	0
ENSMUSG00000102200.1	Gm36957	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000102201.1	Gm36956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102202.1	Gm33280	7	6	2	0	0	0	1	1	13	10	2	0	3	3	3	3
ENSMUSG00000102203.1	4930412E21Rik	0	0	0	0	0	0	0	0	9	5	4	1	61	1	2	0
ENSMUSG00000102204.1	Gm36958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102205.1	9430092D12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102206.5	Pcdha11	10	9	8	6	0	0	3	1	0	0	0	0	0	0	0	0
ENSMUSG00000102207.1	Gm10344	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000102208.1	Gm32033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000102211.1	Gm37490	7	5	4	4	1	1	13	13	0	0	0	0	0	0	0	0
ENSMUSG00000102212.1	C230085N15Rik	6	6	2	1	9	0	13	13	0	0	0	0	0	0	0	0
ENSMUSG00000102213.1	Gm37489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102214.1	Gm37492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102215.1	Gm2464	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2
ENSMUSG00000102216.1	Gm19231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102217.1	Gm37491	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0
ENSMUSG00000102218.1	Gm37493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102219.1	Gm6606	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000102220.1	Rpl23a-ps5	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102221.1	Gm37301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102222.1	Pcdhga10	91	41	70	32	46	29	79	46	0	0	0	0	0	0	0	0
ENSMUSG00000102223.1	Gm37300	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000102224.5	4930447F24Rik	2	0	2	1	1	0	1	0	3	0	2	1	24	0	2	0
ENSMUSG00000102225.1	Gm37983	161	148	140	132	63	48	165	156	0	0	0	0	0	0	0	0
ENSMUSG00000102227.1	Gm37302	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102229.1	Gm37299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102230.1	Gm31335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102231.1	1700074A21Rik	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
